X,Y,ASCII,Foreground,Background
0,0,201,#DEDEDE,#0A0A0A
1,0,205,#DEDEDE,#0A0A0A
2,0,205,#DEDEDE,#0A0A0A
3,0,205,#DEDEDE,#0A0A0A
4,0,203,#DEDEDE,#0A0A0A
5,0,205,#DEDEDE,#0A0A0A
6,0,187,#DEDEDE,#0A0A0A
0,1,182,#DEDEDE,#0A0A0A
1,1,4,#3399FF,#0A0A0A
2,1,218,#DEDEDE,#0A0A0A
3,1,210,#DEDEDE,#0A0A0A
4,1,182,#DEDEDE,#0A0A0A
5,1,4,#3399FF,#0A0A0A
6,1,186,#DEDEDE,#0A0A0A
0,2,211,#DEDEDE,#0A0A0A
1,2,191,#DEDEDE,#0A0A0A
2,2,179,#DEDEDE,#0A0A0A
3,2,4,#3399FF,#0A0A0A
4,2,211,#DEDEDE,#0A0A0A
5,2,197,#DEDEDE,#0A0A0A
6,2,186,#DEDEDE,#0A0A0A
0,3,249,#3399FF,#0A0A0A
1,3,195,#DEDEDE,#0A0A0A
2,3,7,#3399FF,#0A0A0A
3,3,7,#3399FF,#0A0A0A
4,3,7,#3399FF,#0A0A0A
5,3,190,#DEDEDE,#0A0A0A
6,3,186,#DEDEDE,#0A0A0A
0,4,214,#DEDEDE,#0A0A0A
1,4,217,#DEDEDE,#0A0A0A
2,4,195,#DEDEDE,#0A0A0A
3,4,4,#3399FF,#0A0A0A
4,4,202,#DEDEDE,#0A0A0A
5,4,216,#DEDEDE,#0A0A0A
6,4,185,#DEDEDE,#0A0A0A
0,5,182,#DEDEDE,#0A0A0A
1,5,4,#3399FF,#0A0A0A
2,5,192,#DEDEDE,#0A0A0A
3,5,196,#DEDEDE,#0A0A0A
4,5,196,#DEDEDE,#0A0A0A
5,5,4,#3399FF,#0A0A0A
6,5,186,#DEDEDE,#0A0A0A
0,6,211,#DEDEDE,#0A0A0A
1,6,196,#DEDEDE,#0A0A0A
2,6,196,#DEDEDE,#0A0A0A
3,6,196,#DEDEDE,#0A0A0A
4,6,196,#DEDEDE,#0A0A0A
5,6,196,#DEDEDE,#0A0A0A
6,6,189,#DEDEDE,#0A0A0A
