X,Y,ASCII,Foreground,Background
0,0,249,#DEDEDE,#0A0A0A
1,0,218,#DEDEDE,#0A0A0A
2,0,196,#DEDEDE,#0A0A0A
3,0,194,#DEDEDE,#0A0A0A
4,0,196,#DEDEDE,#0A0A0A
5,0,191,#DEDEDE,#0A0A0A
6,0,249,#DEDEDE,#0A0A0A
0,1,218,#DEDEDE,#0A0A0A
1,1,218,#DEDEDE,#0A0A0A
2,1,194,#DEDEDE,#0A0A0A
3,1,193,#DEDEDE,#0A0A0A
4,1,194,#DEDEDE,#0A0A0A
5,1,191,#DEDEDE,#0A0A0A
6,1,191,#DEDEDE,#0A0A0A
0,2,179,#DEDEDE,#0A0A0A
1,2,179,#DEDEDE,#0A0A0A
2,2,212,#DEDEDE,#0A0A0A
3,2,216,#DEDEDE,#0A0A0A
4,2,190,#DEDEDE,#0A0A0A
5,2,179,#DEDEDE,#0A0A0A
6,2,179,#DEDEDE,#0A0A0A
0,3,195,#DEDEDE,#0A0A0A
1,3,180,#DEDEDE,#0A0A0A
2,3,8,#DEDEDE,#0A0A0A
3,3,8,#DEDEDE,#0A0A0A
4,3,8,#DEDEDE,#0A0A0A
5,3,195,#DEDEDE,#0A0A0A
6,3,180,#DEDEDE,#0A0A0A
0,4,179,#DEDEDE,#0A0A0A
1,4,179,#DEDEDE,#0A0A0A
2,4,213,#DEDEDE,#0A0A0A
3,4,216,#DEDEDE,#0A0A0A
4,4,184,#DEDEDE,#0A0A0A
5,4,179,#DEDEDE,#0A0A0A
6,4,179,#DEDEDE,#0A0A0A
0,5,192,#DEDEDE,#0A0A0A
1,5,192,#DEDEDE,#0A0A0A
2,5,193,#DEDEDE,#0A0A0A
3,5,194,#DEDEDE,#0A0A0A
4,5,193,#DEDEDE,#0A0A0A
5,5,217,#DEDEDE,#0A0A0A
6,5,217,#DEDEDE,#0A0A0A
0,6,249,#DEDEDE,#0A0A0A
1,6,192,#DEDEDE,#0A0A0A
2,6,196,#DEDEDE,#0A0A0A
3,6,193,#DEDEDE,#0A0A0A
4,6,196,#DEDEDE,#0A0A0A
5,6,217,#DEDEDE,#0A0A0A
6,6,249,#DEDEDE,#0A0A0A
