X,Y,ASCII,Foreground,Background
0,0,32,#000000,#040404
1,0,32,#000000,#040404
2,0,32,#000000,#040404
3,0,32,#000000,#040404
4,0,32,#000000,#040404
5,0,32,#000000,#040404
6,0,249,#DEDEDE,#0A0A0A
7,0,32,#000000,#040404
8,0,32,#000000,#040404
9,0,32,#000000,#040404
10,0,32,#000000,#040404
11,0,32,#000000,#040404
12,0,32,#000000,#040404
0,1,32,#000000,#040404
1,1,32,#000000,#040404
2,1,32,#000000,#040404
3,1,32,#000000,#040404
4,1,32,#000000,#040404
5,1,218,#DEDEDE,#0A0A0A
6,1,196,#DEDEDE,#0A0A0A
7,1,191,#DEDEDE,#0A0A0A
8,1,32,#000000,#040404
9,1,32,#000000,#040404
10,1,32,#000000,#040404
11,1,32,#000000,#040404
12,1,32,#000000,#040404
0,2,32,#000000,#040404
1,2,32,#000000,#040404
2,2,249,#DEDEDE,#0A0A0A
3,2,8,#DEDEDE,#0A0A0A
4,2,32,#000000,#040404
5,2,192,#DEDEDE,#0A0A0A
6,2,214,#DEDEDE,#0A0A0A
7,2,217,#DEDEDE,#0A0A0A
8,2,32,#000000,#040404
9,2,8,#DEDEDE,#0A0A0A
10,2,249,#DEDEDE,#0A0A0A
11,2,32,#000000,#040404
12,2,32,#000000,#040404
0,3,32,#000000,#040404
1,3,32,#000000,#040404
2,3,8,#DEDEDE,#0A0A0A
3,3,8,#DEDEDE,#0A0A0A
4,3,191,#DEDEDE,#0A0A0A
5,3,201,#DEDEDE,#0A0A0A
6,3,202,#DEDEDE,#0A0A0A
7,3,187,#DEDEDE,#0A0A0A
8,3,218,#DEDEDE,#0A0A0A
9,3,8,#DEDEDE,#0A0A0A
10,3,8,#DEDEDE,#0A0A0A
11,3,32,#000000,#040404
12,3,32,#000000,#040404
0,4,32,#000000,#040404
1,4,32,#000000,#040404
2,4,32,#000000,#040404
3,4,192,#DEDEDE,#0A0A0A
4,4,197,#DEDEDE,#0A0A0A
5,4,189,#DEDEDE,#0A0A0A
6,4,191,#DEDEDE,#0A0A0A
7,4,211,#DEDEDE,#0A0A0A
8,4,197,#DEDEDE,#0A0A0A
9,4,217,#DEDEDE,#0A0A0A
10,4,32,#000000,#040404
11,4,32,#000000,#040404
12,4,32,#000000,#040404
0,5,32,#000000,#040404
1,5,218,#DEDEDE,#0A0A0A
2,5,191,#DEDEDE,#0A0A0A
3,5,201,#DEDEDE,#0A0A0A
4,5,190,#DEDEDE,#0A0A0A
5,5,8,#DEDEDE,#0A0A0A
6,5,179,#DEDEDE,#0A0A0A
7,5,8,#DEDEDE,#0A0A0A
8,5,212,#DEDEDE,#0A0A0A
9,5,187,#DEDEDE,#0A0A0A
10,5,218,#DEDEDE,#0A0A0A
11,5,191,#DEDEDE,#0A0A0A
12,5,32,#000000,#040404
0,6,249,#DEDEDE,#0A0A0A
1,6,179,#DEDEDE,#0A0A0A
2,6,212,#DEDEDE,#0A0A0A
3,6,185,#DEDEDE,#0A0A0A
4,6,192,#DEDEDE,#0A0A0A
5,6,196,#DEDEDE,#0A0A0A
6,6,197,#DEDEDE,#0A0A0A
7,6,196,#DEDEDE,#0A0A0A
8,6,191,#DEDEDE,#0A0A0A
9,6,204,#DEDEDE,#0A0A0A
10,6,184,#DEDEDE,#0A0A0A
11,6,179,#DEDEDE,#0A0A0A
12,6,249,#DEDEDE,#0A0A0A
0,7,32,#000000,#040404
1,7,192,#DEDEDE,#0A0A0A
2,7,217,#DEDEDE,#0A0A0A
3,7,200,#DEDEDE,#0A0A0A
4,7,184,#DEDEDE,#0A0A0A
5,7,8,#DEDEDE,#0A0A0A
6,7,179,#DEDEDE,#0A0A0A
7,7,8,#DEDEDE,#0A0A0A
8,7,213,#DEDEDE,#0A0A0A
