X,Y,ASCII,Foreground,Background
0,0,32,#000000,#040404
1,0,32,#000000,#040404
2,0,32,#000000,#040404
3,0,32,#000000,#040404
4,0,201,#DEDEDE,#0A0A0A
5,0,187,#DEDEDE,#0A0A0A
6,0,32,#000000,#040404
7,0,32,#000000,#040404
8,0,32,#000000,#040404
9,0,32,#000000,#040404
0,1,32,#000000,#040404
1,1,32,#000000,#040404
2,1,201,#DEDEDE,#0A0A0A
3,1,184,#DEDEDE,#0A0A0A
4,1,211,#DEDEDE,#0A0A0A
5,1,189,#DEDEDE,#0A0A0A
6,1,213,#DEDEDE,#0A0A0A
7,1,187,#DEDEDE,#0A0A0A
8,1,32,#000000,#040404
9,1,32,#000000,#040404
0,2,32,#000000,#040404
1,2,32,#000000,#040404
2,2,200,#DEDEDE,#0A0A0A
3,2,184,#DEDEDE,#0A0A0A
4,2,8,#3399FF,#0A0A0A
5,2,8,#3399FF,#0A0A0A
6,2,213,#DEDEDE,#0A0A0A
7,2,188,#DEDEDE,#0A0A0A
8,2,32,#000000,#040404
9,2,32,#000000,#040404
0,3,218,#DEDEDE,#0A0A0A
1,3,192,#DEDEDE,#0A0A0A
2,3,217,#DEDEDE,#0A0A0A
3,3,191,#DEDEDE,#0A0A0A
4,3,201,#DEDEDE,#0A0A0A
5,3,187,#DEDEDE,#0A0A0A
6,3,218,#DEDEDE,#0A0A0A
7,3,192,#DEDEDE,#0A0A0A
8,3,217,#DEDEDE,#0A0A0A
9,3,191,#DEDEDE,#0A0A0A
0,4,179,#DEDEDE,#0A0A0A
1,4,17,#FFFFFF,#040404
2,4,16,#FFFFFF,#040404
3,4,179,#DEDEDE,#0A0A0A
4,4,211,#DEDEDE,#0A0A0A
5,4,189,#DEDEDE,#0A0A0A
6,4,179,#DEDEDE,#0A0A0A
7,4,17,#FFFFFF,#040404
8,4,16,#FFFFFF,#040404
9,4,179,#DEDEDE,#0A0A0A
0,5,192,#DEDEDE,#0A0A0A
1,5,8,#DEDEDE,#0A0A0A
2,5,8,#DEDEDE,#0A0A0A
3,5,217,#DEDEDE,#0A0A0A
4,5,8,#3399FF,#0A0A0A
5,5,8,#3399FF,#0A0A0A
6,5,192,#DEDEDE,#0A0A0A
7,5,8,#DEDEDE,#0A0A0A
8,5,8,#DEDEDE,#0A0A0A
9,5,217,#DEDEDE,#0A0A0A
0,6,249,#DEDEDE,#0A0A0A
1,6,201,#DEDEDE,#0A0A0A
2,6,187,#DEDEDE,#0A0A0A
3,6,32,#000000,#040404
4,6,201,#DEDEDE,#0A0A0A
5,6,187,#DEDEDE,#0A0A0A
6,6,32,#000000,#040404
7,6,201,#DEDEDE,#0A0A0A
8,6,187,#DEDEDE,#0A0A0A
9,6,249,#DEDEDE,#0A0A0A
0,7,249,#DEDEDE,#0A0A0A
1,7,200,#DEDEDE,#0A0A0A
2,7,188,#DEDEDE,#0A0A0A
3,7,32,#000000,#040404
4,7,200,#DEDEDE,#0A0A0A
5,7,188,#DEDEDE,#0A0A0A
6,7,32,#000000,#040404
7,7,200,#DEDEDE,#0A0A0A
8,7,188,#DEDEDE,#0A0A0A
9,7,249,#DEDEDE,#0A0A0A
0,8,218,#DEDEDE,#0A0A0A
1,8,8,#DEDEDE,#0A0A0A
2,8,8,#DEDEDE,#0A0A0A
3,8,191,#DEDEDE,#0A0A0A
4,8,8,#3399FF,#0A0A0A
5,8,8,#3399FF,#0A0A0A
6,8,218,#DEDEDE,#0A0A0A
7,8,8,#DEDEDE,#0A0A0A
8,8,8,#DEDEDE,#0A0A0A
9,8,191,#DEDEDE,#0A0A0A
0,9,179,#DEDEDE,#0A0A0A
1,9,17,#FFFFFF,#040404
2,9,16,#FFFFFF,#040404
3,9,179,#DEDEDE,#0A0A0A
4,9,214,#DEDEDE,#0A0A0A
5,9,183,#DEDEDE,#0A0A0A
6,9,179,#DEDEDE,#0A0A0A
7,9,17,#FFFFFF,#040404
8,9,16,#FFFFFF,#040404
9,9,179,#DEDEDE,#0A0A0A
0,10,192,#DEDEDE,#0A0A0A
1,10,218,#DEDEDE,#0A0A0A
2,10,191,#DEDEDE,#0A0A0A
3,10,217,#DEDEDE,#0A0A0A
4,10,200,#DEDEDE,#0A0A0A
5,10,188,#DEDEDE,#0A0A0A
6,10,192,#DEDEDE,#0A0A0A
7,10,218,#DEDEDE,#0A0A0A
8,10,191,#DEDEDE,#0A0A0A
9,10,217,#DEDEDE,#0A0A0A
0,11,32,#000000,#040404
1,11,32,#000000,#040404
2,11,32,#000000,#040404
3,11,32,#000000,#040404
4,11,249,#DEDEDE,#0A0A0A
5,11,249,#DEDEDE,#0A0A0A
6,11,32,#000000,#040404
7,11,32,#000000,#040404
8,11,32,#000000,#040404
9,11,32,#000000,#040404
