X,Y,ASCII,Foreground,Background
0,0,32,#000000,#040404
1,0,32,#000000,#040404
2,0,32,#000000,#040404
3,0,32,#000000,#040404
4,0,32,#000000,#040404
5,0,32,#000000,#040404
6,0,32,#000000,#040404
7,0,30,#DEDEDE,#0A0A0A
8,0,32,#000000,#040404
9,0,32,#000000,#040404
10,0,32,#000000,#040404
11,0,32,#000000,#040404
12,0,32,#000000,#040404
13,0,32,#000000,#040404
14,0,32,#000000,#040404
0,1,32,#000000,#040404
1,1,32,#000000,#040404
2,1,32,#000000,#040404
3,1,32,#000000,#040404
4,1,32,#000000,#040404
5,1,32,#000000,#040404
6,1,32,#000000,#040404
7,1,8,#DEDEDE,#0A0A0A
8,1,32,#000000,#040404
9,1,32,#000000,#040404
10,1,32,#000000,#040404
11,1,32,#000000,#040404
12,1,32,#000000,#040404
13,1,32,#000000,#040404
14,1,32,#000000,#040404
0,2,32,#000000,#040404
1,2,32,#000000,#040404
2,2,32,#000000,#040404
3,2,32,#000000,#040404
4,2,218,#DEDEDE,#0A0A0A
5,2,191,#DEDEDE,#0A0A0A
6,2,32,#000000,#040404
7,2,32,#000000,#040404
8,2,8,#DEDEDE,#0A0A0A
9,2,191,#DEDEDE,#0A0A0A
10,2,32,#000000,#040404
11,2,32,#000000,#040404
12,2,32,#000000,#040404
13,2,32,#000000,#040404
14,2,32,#000000,#040404
0,3,32,#000000,#040404
1,3,32,#000000,#040404
2,3,32,#000000,#040404
3,3,201,#DEDEDE,#0A0A0A
4,3,8,#DEDEDE,#0A0A0A
5,3,195,#DEDEDE,#0A0A0A
6,3,249,#DEDEDE,#0A0A0A
7,3,249,#DEDEDE,#0A0A0A
8,3,180,#DEDEDE,#0A0A0A
9,3,8,#DEDEDE,#0A0A0A
10,3,187,#DEDEDE,#0A0A0A
11,3,32,#000000,#040404
12,3,32,#000000,#040404
13,3,32,#000000,#040404
14,3,32,#000000,#040404
0,4,32,#000000,#040404
1,4,32,#000000,#040404
2,4,218,#DEDEDE,#0A0A0A
3,4,8,#DEDEDE,#0A0A0A
4,4,8,#DEDEDE,#0A0A0A
5,4,189,#DEDEDE,#0A0A0A
6,4,47,#DEDEDE,#0A0A0A
7,4,92,#DEDEDE,#0A0A0A
8,4,211,#DEDEDE,#0A0A0A
9,4,8,#DEDEDE,#0A0A0A
10,4,8,#DEDEDE,#0A0A0A
11,4,191,#DEDEDE,#0A0A0A
12,4,32,#000000,#040404
13,4,32,#000000,#040404
14,4,32,#000000,#040404
0,5,32,#000000,#040404
1,5,32,#000000,#040404
2,5,8,#DEDEDE,#0A0A0A
3,5,202,#DEDEDE,#0A0A0A
4,5,190,#DEDEDE,#0A0A0A
5,5,47,#DEDEDE,#0A0A0A
6,5,32,#000000,#040404
7,5,32,#000000,#040404
8,5,92,#DEDEDE,#0A0A0A
9,5,212,#DEDEDE,#0A0A0A
10,5,202,#DEDEDE,#0A0A0A
11,5,190,#DEDEDE,#0A0A0A
12,5,32,#000000,#040404
13,5,32,#000000,#040404
14,5,32,#000000,#040404
0,6,17,#DEDEDE,#0A0A0A
1,6,8,#DEDEDE,#0A0A0A
2,6,32,#000000,#040404
3,6,249,#DEDEDE,#0A0A0A
4,6,47,#DEDEDE,#0A0A0A
5,6,32,#000000,#040404
6,6,8,#DEDEDE,#0A0A0A
7,6,8,#DEDEDE,#0A0A0A
8,6,32,#000000,#040404
9,6,92,#DEDEDE,#0A0A0A
10,6,249,#DEDEDE,#0A0A0A
11,6,32,#000000,#040404
12,6,32,#000000,#040404
13,6,32,#000000,#040404
14,6,32,#000000,#040404
0,7,32,#000000,#040404
1,7,32,#000000,#040404
2,7,32,#000000,#040404
3,7,249,#DEDEDE,#0A0A0A
